-0.023500394	-0.01365667	-0.015392378	-0.0021816294	-0.03408295	0.015203061	0.003982456	-0.00763713	-0.0075071384	0.06270935	0.018913956	-0.014781199	0.004431084	0.0005690936	0.019953378	-0.024969667
0.043267366	-0.0052375663	0.01394927	-0.018198777	-0.024560371	-0.012473455	-0.037287313	0.027289899	-0.0015344241	-0.05996195	0.019076142	0.0025922358	-0.023199022	0.023171706	-0.02912463	0.0040700096
0.028246839	-0.043710876	0.03360207	0.009232438	0.0077150213	-0.033697654	0.012834747	0.0007696664	0.05189367	-0.007331504	0.06204205	0.039183594	-0.080479026	0.032067902	-0.08737267	-0.01920817
-0.027028836	0.023465728	0.032233767	-0.013952706	0.0026998995	-0.018717417	-0.0049714977	-0.01775481	0.07203074	0.007699523	-0.0026519964	-0.011571046	-0.030369677	0.049683064	0.016287973	-0.07639479
0.035639454	-0.022311227	-0.002372457	0.059328344	0.02071415	0.010562541	0.03660562	-0.019464642	0.012060825	-0.00985179	-0.051276673	0.022718346	-0.00055099686	-0.003875261	-0.006897772	0.016438864
0.04557133	0.061772104	0.026135854	0.0022528085	0.022623088	-0.006141042	-0.035722326	0.0013517804	0.046249628	0.044003986	-0.04231031	-0.019321643	-0.0109341685	-0.053364202	0.027891641	0.036460895
-0.025581256	-0.036929682	0.03917574	0.11586185	0.0145019	-0.019716954	0.04521517	0.056431986	0.03472701	0.012171515	0.0009925066	0.018791093	0.008387792	0.045326803	0.01529069	0.07876462
-0.03549745	0.021305462	0.023043267	0.04236478	-0.037491962	-0.05157114	-0.0056378637	0.01942808	0.023113184	-0.06982077	-0.008982503	0.02977417	-0.062417556	-0.0029461521	0.032357447	-0.025561769
-0.03397015	0.007678487	0.062025115	0.021293726	0.02521509	-0.030581543	-0.009364419	0.018627819	0.030031873	0.03815823	0.044962633	0.02992127	0.045609683	-0.0039037059	-0.01662328	0.026074931
-0.015976226	-0.031161353	-0.023844251	-0.0076916744	0.037336875	0.021794925	0.03796875	0.01983544	0.033114295	0.024603013	0.03295854	-0.020915668	0.069177546	0.05174905	-0.03590903	-0.031510822
-0.01773732	-0.012241246	-0.008346222	-0.07885882	-0.024618916	0.058831275	0.028724972	0.0152553655	-0.039275125	-0.05402725	0.0033283073	0.02475127	0.06805487	0.042280287	-0.062336084	0.030124847
-0.011351188	0.03358748	0.012795789	-0.015210323	0.024142561	0.054217417	0.005561363	0.023630802	0.08302982	-0.0016982699	0.039686315	0.008734679	0.050938603	-0.009076103	-0.0037606845	0.039245006
